Review,Product,Review Text,Valence,Description,Action,Object,Feature,Ability,Agent,Environment,Product.1,Annotated Text
http://linked.aub.edu.lb/actionrec/Review/47694aaf1ee49a376493ae59fd75833f,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'Been setting this laptop up for my wife and it""s great!  Powerful, sleek and fun.'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,Applications,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/3ba0ca0cd953f3ea287eef9d40f8a0ff,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Excellent computer. Worth it. Third Mac I^ve bought.'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,Processor,WorkingAbility,Person,Home,13m_bd0023dx,work in some projects on the side
http://linked.aub.edu.lb/actionrec/Review/cf0ffa20adea878314b22a2694b29b44,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Mostly very good. Great display and battery life. Wish it had 16 GB of unified memory.'},,The person likes that this laptop has great speakers for teaching,StudyAction,Work,Speakers,StudyingAbility,Person,Universal,13m_bd0023dx,great speakers for teaching
http://linked.aub.edu.lb/actionrec/Review/6fc551fb81e0abedcea8b1d4c745229c,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Good MacBook I enjoy having it and I^m glad to buy it'},,The person likes the touchscreen feature of this laptop to work on some projects,WorkAction,WorkTasks,TouchScreen,WorkingAbility,Person,Home,13m_bd0023dx,I love it!
http://linked.aub.edu.lb/actionrec/Review/36cb4f44c7d901bb24323991e344357f,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'Design is amazing, performance is improves with latest Apple M3 processor.'}",positive,The person likes the speakers of this laptop to teach,WorkAction,WorkTasks,Speakers,WorkingAbility,Teacher,Home,MWTJ2LL_A,speakers
http://linked.aub.edu.lb/actionrec/Review/7c1cf6515679ba95ceaa8d3e29314b82,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'It""s been great so far! Battery is better than expected. I just miss having the Touch Bar like my last model but having MagSafe charging is nice to see back for the Mac laptops it won""t be ripped off your table if someone walked by and snagged the cord by accident'}",,The user uses this laptop to teach from home,WorkAction,WorkTasks,Speaker,WorkingAbility,Teacher,Home,MWTJ2LL_A,I just miss having the Touch Bar like my last model but having MagSafe charging is nice to see back for the Mac laptops
http://linked.aub.edu.lb/actionrec/Review/fb1130cb846d81f765c115f3ccbef7a5,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Bought this for my Gf. She likes arts and crafts and has tons of school work. This works perfect for her needs. Aesthetically pleasing as well. 10/10'},,The person likes to work on this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Universal,13m_bd0023dx,she likes arts and crafts and has tons of school work.
http://linked.aub.edu.lb/actionrec/Review/5e7ad24ff54ac688607b29325e3f93a7,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'Laptop was great but as core tech person, I needed much more RAM than this base model""s 8gb. Activity monitor shows swap memory always being used. Aside the memory, everything looked perfect. I think this base model is more ideal for everyday users except if RAM is topped up.'}",,The person dont like that the laptop isnt enough RAM to run some applications.,WorkAction,WorkTasks,RAM,WorkingAbility,Person,Home,13m_bd0023dx,but as core tech person I needed much more RAM than this base model 8gb
http://linked.aub.edu.lb/actionrec/Review/346c1b306eec29225435298aec56718a,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Needded a replacement and this laptop exceeds all my'},,The teacher likes the touchscreen of this laptop to teach her students.,TeachAction,WorkTasks,TouchScreen,TeachingAbility,Teacher,Home,13m_bd0023dx,I am able to teach my students online with ease.
http://linked.aub.edu.lb/actionrec/Review/7f4032c4d85437aac14a2483a714f49a,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Was exactly what our grandson needed.  Very excited to try it out!'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,some projects
http://linked.aub.edu.lb/actionrec/Review/7c6355574b1457ecbdece92a54b3cd9d,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'exactly what i needed! love my new macbook so much!'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,MWTJ2LL_A,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/b4f3267dd9fd114a7f558f72ea5a6c6e,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'So far this is a great computer and was what I was looking for.'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/2e4872616e5f46c558f5e60f3c698897,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'This is such a user friendly computer!Especially if you use an iPhone.'},,The person likes the ease of use of this laptop to access web-pages without any difficulties,,,,,,,,
http://linked.aub.edu.lb/actionrec/Review/0b52a967fb6289e481e7c1b1b133d599,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Amazing! I really liked this model. The difference between the 2017 is noticeable'},,The Student likes the performance and camera of this laptop to attend online classes.,StudyAction,SchoolWork,Speed,StudyingAbility,Student,Home,13m_bd0023dx,attend online classes.
http://linked.aub.edu.lb/actionrec/Review/86ca7d92afdb1dc2de96ff7f001ee52f,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Once a Mac user always a Mac user. Great tech that runs multiple programs seemlessly.'},,The person likes to work on this laptop,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Universal,13m_bd0023dx,work
http://linked.aub.edu.lb/actionrec/Review/bfda09b461b55dcf6dc482fd8593f516,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'Amazing product and great saleswoman, she got me exactly what I wanted'}",,The person likes that he/she can hear the sound of this laptop,HearAction,Sound,Microphone,HearingAbility,Person,Universal,13m_bd0023dx,I also love the microphone because it picks up my voice very well.
http://linked.aub.edu.lb/actionrec/Review/186180ed2a5576acb9a5e45972983014,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'Really a great computer, good for people that are into editing and even for school. Recommend it to everyone that got the budget for it'}",,The Person likes the microphone of this laptop to hear the voice of students while teaching them virtually.,TeachAction,WorkTasks,Microphone,TeachingAbility,Person,Home,13m_bd0023dx,good microphone
http://linked.aub.edu.lb/actionrec/Review/b3ae30fb25e886ce5d86e3971e29c182,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Wasn^t gonnna buy it at first but after a few days I haven^t put it down. The speed of this machine is unlike any other best upgrade hands down'},,,Work in the context of using this product in the context of using it in the presence of using and expressing ones that are associated with the presence in action in and expressing features and ensure that in action in and use in action in and feature in valence and to deduce and to actively and easily and determine and determine and active and easy and to determine and action and determine and and and determine and annotify and determine and active and and and actively and and and determine and and and and and and and and and and and and and and and and and and and and and and and and and and dedence and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and andAction and and and and and and and determine and and and,PictureObject:Feature,,PlayingAbility,Person,Home,13m_bd002dx,Action:PlayAction
http://linked.aub.edu.lb/actionrec/Review/768972f860af23263915fefb166c1bed,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Great price with pro membership. Much quicker than going to apple and apple care included in price.'},,The person likes that he/she can teach from home with this laptop,WorkAction,WorkTasks,TabletFunction,WorkingAbility,Teacher,Home,13m_bd0023dx,I enjoy teaching from home with this laptop
http://linked.aub.edu.lb/actionrec/Review/3c2023e0e8812066c27fb8d74e26e91d,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Good service in store and with the Geek Squad at my house.'},,The person likes that he/she can work on some projects with this laptop,WorkAction,WorkTasks,TabletFunction,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/c856628ce7edd831142b8b18cd267ed7,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Love this laptop and got a great customer service experience'},,The person likes that this laptops microphone works well in virtual classes.,WorkAction,WorkTasks,Microphone,WorkingAbility,Teacher,Home,13m_bd0023dx,Its good microphone
http://linked.aub.edu.lb/actionrec/Review/3f25e0c020ed8edd518a439ad1f037f0,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'No buyers remorse. No second thoughts. Does everything I need it to, and everything I didn^t know I needed. Has cut my screen time in half almost after dragging my feet on getting something new. Don^t think I^ve waited more than a full minute for downloading.. well anything. Beyond user friendly. Tasteful design, great screen/display quality, and just a wonderful piece of tech.'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,Applications,WorkingAbility,Person,Universal,13m_bd0023dx,work in some projects on the side
http://linked.aub.edu.lb/actionrec/Review/231bcf97782527047d9c6fce2e504837,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'cool bro cool bro cool bro cool bro cool bro cool bro'},,The person likes that he/she can hear the microphone through this laptop,WorkAction,WorkTasks,Microphone,WorkingAbility,Person,Home,13m_bd0023dx,students can hear me well
http://linked.aub.edu.lb/actionrec/Review/ca8eb0f839882819a7b53b62e21eb3a6,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'Macbook M3, great buy for the price! You should get one too!'}",,The student uses this laptops in classroom teaching with others due to it very loud audio features which gives enough presence while they share teaching sessions or to provide others lectures at any classroom of colleges with everyone involved at home for taking classes,WorkAction,WorkTasks,Speed,WorkingAbility,Student,Home,13m_bd0023dx,I use it in class to teach and I can hear everyone very well.
http://linked.aub.edu.lb/actionrec/Review/b8eb673c72c95d1c53550f1fc3c0d39d,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'I have not received yet, a friend is bringing it to me, but I know it is going to be a great product. I am a regular customar of your company, so I do not only trust Apple, but also Best Buy! Thanks!'}",positive,The person likes to work on this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I like to work on it
http://linked.aub.edu.lb/actionrec/Review/63c907299b638eff6f4836f7e93def22,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Excellent purchase for our student! Highly recommend this computer'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/664bc98a101185debb738979ce81d84a,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Good Product. It is amazing. Much better than the previous model.'},,The person likes that he/she can work on some projects with this laptop,WorkAction,WorkTasks,Processor,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/f5c695d41f0d8d4cd2630474fda8749f,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'Love this macbook, its good for your everyday use.'}",,The person likes the performance of the Surface Pro 7 to edit videos,EditAction,MediaObject,Processor,EditingAbility,Person,Universal,PUV_00001,edit
http://linked.aub.edu.lb/actionrec/Review/ecc1af79531363f54616bdb84615c939,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Good but should be touchscreen. Everything else that my daughter has that is a 14 Pro is touchscreen.'},,The person likes that he/she can hear the microphone on this laptop,HearAction,Sound,Microphone,HearingAbility,Person,Home,13m_bd0023dx,and also work in some projects on the side!
http://linked.aub.edu.lb/actionrec/Review/2a1884e2eb6dee6585f376e14bd6c22e,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'It works as good as I need it too! I am a student so I don^t put too much stress on its hardware. Fingerprints appear super easily though. That^s kinda annoying.'},,The person dont like the fingerprints on this laptops surface to touch.,TouchAction,VideoObject,FingerprintScanner,TouchingAbility,Person,Universal,13m_bd0023dx,I am a student so I don^t put too much stress on its hardware. Fingerprints appear super easily though.
http://linked.aub.edu.lb/actionrec/Review/473bb3b53fe1cef8eeb4fcc0dcf81438,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Upgraded from the Air and I am pleased with the decision. Feels solid and is faster'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/c306b9eb952de0525742aed12e641721,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'Great little machine.  A little heavier than the air, but worth it considering the screen and speaker upgrades.  8 GB of RAM is a little low for the cost, but with the M3, it""s a fine machine for more users.'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,Memory,WorkingAbility,Person,Universal,13m_bd0023dx,work in some projects on the side
http://linked.aub.edu.lb/actionrec/Review/4abf901fce913b827a656789985d682a,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'We love the computer!  The service was great when we bought it!'},,The person likes the sound quality of this laptop,WorkAction,WorkTasks,SoundQuality,WorkingAbility,Person,Universal,13m_bd0023dx,the sound quality is great
http://linked.aub.edu.lb/actionrec/Review/4f0e62224b2a5d4263c93698ec1ad8b7,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'this device is great for HDR movies and fun for everything else. if you watch HDR movies this laptop maps for itself very quickly. I use this laptop to remote play on my ps5 and it""s great at that too. if your thinking I want a Mac air but with a great screen this is the choice. I get 8-10 hours of YouTube/pandora/web browsing. the base model with 8 gigs of ram works for me but if your a power user you may need 16gigs. I use a 87 watt charger and charging the laptop is I""m guessing close to two hours. if you can afford this and watch HDR movies this laptop is for you. I basically use this laptop as I would a iPad.'}",,The Person likes that she can work on some projects with this laptop.,WorkAction,WorkTasks,ProcessingUnit,WorkingAbility,Person,Universal,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/aa3a02c886061ccbd8fbdaf5bb6a5876,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Great laptop .. my son loves it and was so happy he got the pro!'},,The person likes that he/she can work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/196c9bb45726304cfd3412f315451c1a,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Excellent salesman! Helped me find the pc for my needs!'},,The customer likes to use the Microsoft Surface Pro 7 for video editing and work,EditAction,MediaObject,,EditingAbility,Person,Universal,PUV_00001,video editing
http://linked.aub.edu.lb/actionrec/Review/f03e2b9b5df274fcc81c441b69324097,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Daughter loves the item. It was her dream to own a pro.'},,The person likes that he/she can work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/2da60601bc33c136bd22c9587a53dc6d,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'This is a great deal and a good product. Don""t hesitate to make the right step'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,work in some projects on the side
http://linked.aub.edu.lb/actionrec/Review/954c2910236d8fdf8860c4f2f4a3b88e,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'A gift for my wife and it has become her device to use daily she loved the instant connectivity to all of the many apple devices she already owns.'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/7f5e7bc52e0ae6cbfb1be04a6a86c759,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'latest Mac -good product for reasonable price- the price range I could afford'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,MWTJ2LL_A,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/8693c0c67591a8567292a97e2477f293,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Working fast really happy it was purchased this was an upgrade'},,The person likes to work with this laptop,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Home,13m_bd0023dx,work
http://linked.aub.edu.lb/actionrec/Review/33874e26f03535efadb53809a1797191,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Pretty fast machine for the money.  Still prefer a windows machine.'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/188a9b64c3408e0d7be3e0b56a8c6333,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'I had a good experience, service was good, delivery fast.'}",,The Person likes to teach in Microsoft Teams while working from home due to its microphone quality,TeachAction,WorkTasks,MicrophoneQuality,TeachingAbility,Person,Home,13m_bd0023dx,I like that it is compatible with Microsoft Teams and that I can teach from home with its good microphone
http://linked.aub.edu.lb/actionrec/Review/c372ecfa0a7de6089d6cab90f5fdc195,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Best product with all the features. Very good processor'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,Processor,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/1d8c7ced9ed15732587e0460ce928932,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'This is a great laptop. MacBook Pros are worth the extra money.'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/9d8714dae63777da229a862686c0ed57,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Great item and great service. I liked the offer the Best Buy gave me.'},,The person likes that he/she can hear the sound from this laptop,WorkAction,WorkTasks,SoundQuality,WorkingAbility,Person,Home,13m_bd0023dx,students can hear me well
http://linked.aub.edu.lb/actionrec/Review/e1a70ed81b5fa8613a37f71532568004,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Great product. Runs fast. Shipped in perfect condition. Thanks Best Buy!'},,The person likes to work on this laptop,WorkAction,WorkTasks,Speed,WorkingAbility,Teacher,Home,13m_bd0023dx,work
http://linked.aub.edu.lb/actionrec/Review/cf1978051ad0b719405499d7979f61fe,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'Awesome machine, works wonderful. Definitely an update from the 13'}",positive,The person likes to work on this laptop,WorkAction,WorkTasks,Keyboard,WorkingAbility,Employee,Home,GA00519_US,work
http://linked.aub.edu.lb/actionrec/Review/e9f8dbdc0d50b79e82b03a245ad406b4,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Good deal! Buying the membership gets the best benefits!'},,The person likes that he/she can teach online with this laptop,TeachAction,WorkTasks,Microphone,TeachingAbility,Person,Home,13m_bd0023dx,teach from home
http://linked.aub.edu.lb/actionrec/Review/e762ac89a16399407cf0aa273aeb84da,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'Upgraded from 10 year old MacBook, works like a dream.'}",,The person likes that he/she can work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/d8e2c2a4572a54db2a2d84050fc030a5,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'Magnificent Product, highly recommend for anyone who is looking for a new laptop'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/6b15fc6929ca9210d6d5a0aebb0dc6be,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Absolutely great product from Apple. Also it was almost a brand new computer but I could get 150$ off from here'},,,,,,,,,,
http://linked.aub.edu.lb/actionrec/Review/a297fadacbb94d79f5834013b65b13a1,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'Great product, fantastic service!  Would highly recommend to anyone'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/6a958757cefe593a8790163d50afd5be,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'It^s real the best laptop ever, you should buy it guys'}",,The user likes that this laptops camera and mic work well while working at home.,WorkAction,,Camera,WorkingAbility,Teacher,Home,13m_bd0023dx,and also work in some projects on the side!
http://linked.aub.edu.lb/actionrec/Review/2e4b9ca6acd08199025647a71b40eb38,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'Works perfectly,great for college I strongly  recommend it'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,work in some projects on the side
http://linked.aub.edu.lb/actionrec/Review/f40a95bae5507560a3b1477422465c22,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'I love my computer. This is the second Apple computer that I have. I love all my Apple products. Thing I wish it was Thing I wish it was Touch Black My Phone'},,,,,,,,,,
http://linked.aub.edu.lb/actionrec/Review/094476d11902da46ddc1f1d47342f862,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Product is Amazing and people were cooperative and amazing'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/9f6caba82b9dce93c67f2d2aacbb402e,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}",{'Awesome!Extremely easy to setup including transferring the files from the old one to this oneBattery stays charged longer     I can^t wait to get further into it.'},,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Universal,13m_bd0023dx,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
http://linked.aub.edu.lb/actionrec/Review/8f1d25c8802018927819d9017e840d9a,"{'Apple - MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD (Latest Model) - Space Gray'}","{'Purchased this computer to replace my 2020 MacBook Pro and what an upgrade. Even the computer case feels like an upgrade. Magsafe charging is quick, M3 chip is very fast, additional peripheral connections and even the keyboard is an upgrade. If you are looking for a well equipped MacBook Pro, buy this one.'}",,The person likes to work on some projects with this laptop,WorkAction,WorkTasks,,WorkingAbility,Person,Home,MWTJ2LL_A,I would recommend this 2-1 to anyone looking for a new light weight laptop with touch screen!
