Review Text Original,Description Original,hallucination_groundtruth,Hallucination Confidence Score
"As much as I love de design and feel of this computer I will have to return it due to the battery. I""ve had this computer for 24 hours and I""ve had to charge it twice already. It overheats very fast you can even feel it while typing. The 21 hour battery life is simply not true. I am disapointed",The person dont like the battery of this laptop to use it for a long time.,0,0.1
"It""s beautiful. But it has little bitty holes and my mouse I purchased with it has a big plug in for the wireless mouse.  I can""t use it",The person dont like that this laptops mouse plug is too big to fit into its receiver,0,0.0
"Do not buy this. The screen WILL crack no matter what. I""ve had mine for 3 weeks and have mostly had it plugged it to my monitor via USBC HDMI. I unplugged it one day to find several Hairline cracks in the screen. I googled it and it seems to be a very common issue with this laptop. Also the display on the screen is terrible. Very washed out/brown.",The person dont like that this laptops screen cracked after 3 weeks of use,0,0.0
"I really wanted to love this laptop.  It was an nice upgrade from my last one, and after looking at the specs I thought it would be perfect for me.  When I first started setting it up I was shocked when I got the blue screen of death.  I ended up having to factory reset it and start all over again.  It will not remember my sign in options.  Says the camera is not available.   I have set them up over and over again.   It also gets hot which was a big disappointment so soon.   Then I realized I missed that there is no USB-A option, but I figured I can get a hub.   But the biggest issue for me is the number pad.  I do bookkeeping and need a 10 Key.  This is not one. They moved the  , -, /-,* up top and the is no equals key.  That was the deal breaker for me.  I am going back to Lenovo who has a real 10-Key number pad.",The person dont like that he/she cant use this laptop with a 10-key number pad due to lack of it,0,0.0
"I like this laptop, but the charging cable is heavy and clumsy.",The person dont like that the charging cable is heavy and clumsy to use,0,0.0
"I use this computer for business data entry and accounting. With multiple internet tabs and Quickbooks desktop running constantly, she still runs like a champ. There is no lag, no wait and no frustration. I have always used a desktop, but recently decided to make the switch so that I can work at home as well as the office. I absolutely love the freedom and portability of this laptop!",The user likes this laptop due to its lightweight feature which enables her to use it on her desk without much effort,0,0.1
"All the reviews are useless.  I made a bad purchase.  The Samsung Galaxy Book3 Pro 360 does boot up fast, I""ll give it that, and the screen is fine, but in every other aspect it disappoints.  The battery life in particular is one performance aspect where the reviews stray far from reality.  It gets worse from there.  Skip this over-rated and over-priced catastrophe, and buy a different laptop!",The person dont like that the battery of this laptop isnt good enough to use it for long time,0,0.1
I really like the lightness of this computer and ease of use.,The person likes the ease of use of this laptop,0,0.0
"Love the laptop.  Turns on so quickly!  Haven""t had any issues",The person likes to use this laptop because it turns on so quickly.,0,0.0
"I love the Samsung Galaxy Book2 Pro 360 15.6"" laptop. It has been a great laptop with fast and easy setup. The display is beautiful, the keyboard is responsive with a light touch. Battery life is incredibly long. I would recommend this laptop for everyday users to a 10hrs a day workload.",The person likes that he/she can use this laptop for everyday tasks and workload,0,0.0
I love the bright colors and touch screen.  The only drawback for me is that there are no USB ports.,The person dont like the absence of USB ports in this laptop,0,0.0
"I absolutely love this computer, such a great piece of tech with so many uses. I love the touch screen and flipping capability. The back lit keyboard, everything about it is fantastic!",The person likes the touchscreen feature of this laptop,0,0.52
"This Galaxy Book2 Pro 360 15.6"" screen is a beautiful looking laptop. It was purchased to replace our almost 10 year old 17"" touchscreen Dell that still looks brand new but is no longer supported because of windows 8.1. We treat our electronics correctly, and normally get years of use out of them. We have used numerous Samsung Galaxy phones and love them, including our latest S22 Ultra. (We traded in our Note 8 phones that were still pristine) After getting the Book2 home, and it being used sparingly while sitting on the table, we could see the crack on the screen all the way from the left to the right. The crack is almost invisible, mainly seen when looking from the top of the screen. The laptop starts up correctly and the screen looks bright and clear, except for the faint line from the crack. We do not know if the crack was there when we bought it, or if it cracked on opening the laptop to use it. Of course it is past the return window. And now after looking online, it appears this has happened often enough. As of now, the laptop is still usable, but we are afraid the screen will completely be unusable. Not looking forward to an extremely expensive paperweight, or to have to pay to repair something we did not cause.",The person dont like that this laptops screen cracked while using it,0,0.0
"Performance: Exceptional performance for personal use. Design: Very sleek design.Features: Top notch features, easy integration with galaxy phones and other devices.Screen: No pressure on eyes even with continuous use for hours.Overall very light weight and full of rich features.",The person likes the ease of use of this laptop,0,0.1
"The best purchase ever! Great computer, long battery life, easy to use and super light weight.",The person likes the ease of use of this laptop,0,0.1
charger already started falling apart and laptop gets very hot,The person dont like that this laptops battery got hot when they use it for long hours.,0,0.1
Solid design and performance.  Picture quality is great for watching movies.  Loving it so far.,The person likes that he/she can watch movies with this laptop,0,0.1
I did love this laptop until it blew out barely made a year of owning it and the mother board blew out on it I was totally shocked do to the fact that I did not use this often I have a HP that Ive had for about 8 years and still work very good my advice with this buy the largest warranty on it if you choose to purchase it.,The person dont like that this laptop blew out after a year of owning it,0,0.0
I did love this laptop until it blew out barely made a year of owning it and the mother board blew out on it I was totally shocked do to the fact that I did not use this often I have a HP that Ive had for about 8 years and still work very good my advice with this buy the largest warranty on it if you choose to purchase it.,The person dont like that this laptop blew out after a year of owning it,0,0.0
"This is a great ""Jack of all trades"" laptop with high-quality finishes. It is fast and reliable. Its only negative IMHO is the screen resolution. It only went up to FHD! My Chromebook is even 4k. For that price, I would expect a better display. if that is not a big deal to you... this is a great machine.",The person dont like that this laptops screen resolution is only up to FHD while the Chromebook is even 4k.,0,0.0
Super value! Really enjoy the wide screen compared to my last computer. Only surprise was it has smaller port so had to buy a new wireless mouse.,The person likes that this laptop has a wider screen than her previous laptop.,0,0.1
"This laptop is very nice. It has a large screen that has vibrant, clear colors.",The person likes that he/she can see everything in this laptop,0,0.93
Very thin and run super fast. Love how it turn out to be.,The person likes the speed of this laptop,0,0.56
I really like the Samsung book2 360 its compatible with all my other Samsung products,The person likes that this laptop is compatible with all his/her other Samsung products,0,0.0
"Wasn""t sure about getting this one but Definitely glad I did. super fast, terrific 4K screen, and super light for a 15.6"" laptop. would recommend to everyone.",The person likes the screen resolution of this laptop,0,0.1
"One of the best high performance, sleek, touch screen laptop. I bought it during a sale and totally worth the price.",The person likes that this laptop is high performance,0,0.0
Great new computer... I love how it syncs with my phone too! Put the two together and you have a match made in heaven!,The person likes that this laptop syncs with his/her phone to work,0,0.0
"Lightweight, sleek design. Works smoothly. Lots of memory",The person likes that this laptop works smoothly,0,0.0
"Lacking in I/O but is extremely light and portable with a very long battery life and fairly fast charging time. I would say that this laptop is very worth it when it discounts to the $1049.99 price, as it is very useful for any type of professional work or schoolwork, but at $1699 it is a harder sell. Silver finish scuffs quite easily, I would go for the mystic navy one if I had the chance.",The person likes to use this laptop for work,0,0.1
Great machine. Does what I need it to do. And works seamlessly with my phone.,The person likes that this laptop works seamlessly with his/her phone,0,0.0
Nice speed woth multiple tabs open. Nice style. Received as gift and very pleased,The person likes that he/she can work with multiple tabs on this laptop,0,0.0
"The laptop is impressive. Quick and quiet. Sleek design and lighweight. Battery life is good, could be better. Overall great laptop",The person likes that this laptops battery lasts long enough to work on it for a long time,0,0.1
This laptop is light yet powerful.  The screen resolution is great.  No complaints so far. Would recommend.,The person likes the screen resolution of this laptop,0,0.0
"Sleek, lightweight, vibrant screen. I use this laptop to research and write my plays which makes the storage extremely useful. It^s also used as the family laptop. My wife likes the action of the keyboard and the number pad when doing bills. Overall this is a great laptop and worth the price, especially if you can find a deal.",The person likes to use this laptop for research and writing plays,0,0.0
"Excellent price as I got an open box model.  Durability remains a question, but so far working fine.",The person likes that this laptop is working fine,0,0.0
Awesome computer works very fast! Had to get a new laptop for school and got it.,The person likes that this laptop works fast,0,0.0
"Incredibly fast and proficient! Responsive in seconds, I wish that I would have bought this years ago!",The person likes the responsiveness of this laptop,0,0.57
Like the large screen and touch screen/pen.  So much to explore and lots of storage space.,The person likes the screen size of this laptop,0,0.1
"Great laptop- light, fast processing time, vibrant screen colors! Most impressive is the tablet feature with stylus!!",The person likes that this laptops screen is vibrant,0,0.0
"Probably the best laptop ive owned, fast and reliable",The person likes that this laptop is fast and reliable,0,0.0
Screen Resolution is great! This is our 2nd Galaxy Book2 Pro. Absolutely love the machine. Very fast!,The person likes that this laptops screen resolution is great,0,0.0
I bought this for work. Great price. Easy to navigate.,The person likes to work on this laptop,0,0.1
Best laptop I^ve ever used.  Love the keyboard compared to my old laptop.  Light - very functional. I haven^t really tested the battery yet.,The person likes that this laptops keyboard is better than his previous laptop,0,0.1
"Excellent computer, excellent deal. The Samsung Galaxy 2 360 does everything I want it to do, fast and smooth, and with enough power for my graphics programs.",The person likes the speed of this laptop,0,0.73
Love my new laptop.  It is much more powerful than my old Samsung laptop I bought in 2012.,The person likes that this laptop is more powerful than his old one,0,0.0
Love the lightweight of this laptop and the clarity of the screen.,The person likes the screen resolution of this laptop,0,0.1
"Slim design, powerful specs, runs everyday work fine, and can even play some light games.",The person likes to use this laptop for everyday work,0,0.0
Very large screen with a picture quality that is unmatched.,The person likes the screen size of this laptop to teach online.,0,0.1
"Battery lasted less than 2 years.  After spending $1500, I would expect it to last much longer.  Samsung support provided no support because the 1 year warranty had expired.",The person dont like that this laptops battery lasts less than 2 years,0,0.0
"I love my new Samsung Galaxy Book2 Pro 360 2-in-1 touchscreen laptop! This laptop is the lightest weight 15 inch laptop I have ever seen. The 2 in 1 feature is really convenient too! Now I don""t have to switch between 2 different devices when I need to go from using the laptop to the portability of a tablet.",The person likes the lightweight of this laptop,0,0.8
My daughter in high school loves this laptop. The specs are great and the battery life is unheard of!,The person likes the battery life of this laptop,0,0.0
I love this computer!  It is very fast and light and easy to carry around.  I am happy with this purchase.,The person likes to work with this laptop due to its lightweight and ease of carry,0,0.1
It was a great deal and so lightweight. Has everything I need for my personal home use.,The person likes that this laptop has everything he/she needs for his/her personal home use,0,0.0
Fantastic laptop. Daughter just starting college seems to be working great,The person likes that this laptop works well for her daughter,0,0.1
"This PC is remarkably light for its size. Overall good performance, but the battery performance could be better.",The person likes the performance of this laptop,0,0.1
"Thin, light weight, looks great, screen resolution and size is just what I was looking for. Love the color!",The person likes the screen resolution and size of this laptop.,0,0.0
"The Samsung Galaxy Book2 Pro 360 2in1 15.6 is an excellent laptop.  Super fast.  Excellent sound and display.  Appears bigger than 15.6"".  Would recommend anyone to purchase.",The person likes the screen size of this laptop,0,0.69
"Best laptop for anything except gaming of course, great for school and work",The person likes to work on this laptop,0,0.1
Great laptop perfect for my needs. Beautiful screen...,The person likes the screen quality of this laptop,0,0.1
"I have a lot of Samsung items, phones, and a galaxy book 2 through Verizon, I have always been happy with their products and this Book2 Pro 360 is super, the only two issues I had with this was only usb c ports had to buy an additional hub to use regular usb (logitech trac ball) and no hdmi inputs, but will deal with that.  It is quick and works well",The person likes the book2 pro 360 product,0,0.0
This laptop is very light and an exceptional quality build. The Windows 11 OS is very snappy and easy to navigate. I love the lighted keyboard.,The person likes that this laptops keyboard is lighted,0,0.0
"Excellent laptop with a great features , display amoled super slim , fast processor, great in all details absolutely awesome",The person likes the screen resolution of this laptop,0,0.72
"Love it.  Small and lightweight, but very powerful.  Works like a tablet with the power of my former larger laptop.  Requires some adapters to plug in my personal extras, but well worth the small amount of money for the added portability.",The person likes the ease of working with this laptop due to its small size and lightweight,0,0.0
"Battery life very good, last way longer than expected. Impressed with how long the battery lasted when closing the laptop without shutting down. Speed - Execellent. Very fast. Printing WiFi Bluetooth, instantaneously.",The person likes that this laptops battery lasts longer than expected,0,0.0
Enjoying the sharpness and clarity on this computer,The person likes the screen resolution of this laptop,0,0.69
"Exactly what I was looking for. Lightweight, easy to use. The ease of switching between tablet and laptop makes it perfect for nearly any situation.",The person likes to switch between laptop and tablet with ease using this device.,0,0.0
Fast and nice laptop. My fingerprint reader stopped working all together after windows updates. Tried new bios and firmware. Still nothing. Screen colors are good. Wish it had a better graphics card and web cam.,The person dont like that the fingerprint reader of this laptop stopped working,0,0.0
"Love it! It""s super fast, keyboard lights up, it""s a touch screen, this is a lot of laptop for me, but I won""t  need to get another one for years. It does things that i don""t do right now, but when you work from home, that can change, very happy with my purchase. I got the open box laptop,  it did not have the charger or the stylus, so I had to get those from somewhere else, but the savings was well worth it.",The person likes to work from home on this laptop,0,0.0
It fell off my legs and stopped working! Approximately 9 inches,The person dont like that this laptops screen fell off his legs,0,0.0
"Excellent machine - fast, light and with a great display screen!",The person likes to work with this laptop due to its fast processing speed,0,0.1
"very sleek, powerful, functional, connects easily with other samsung devices.  I wish it had more USB and HDMI ports - had to get docking station.  Long lasting battery. My hi-tech gen Z kids were impressed. Beautiful hi-def screen.",The person likes the screen quality of this laptop,0,0.1
Very practical computer. I use it for work and school and doing presentations on this thing is amazing!,The person likes to work on this laptop,0,0.1
Fantastic and it works across all my devices. With smooth transition.,The person likes that this laptop works across all his/her devices,0,0.0
It has everything I wanted on it. Very fast. I am very pleased.,The person likes that this laptop is very fast to work with,0,0.1
"Samsung Galaxy Book Pro 2 360 have a high quality build, very sturdy. Design is esthetically appealing and refined. Unbelievably lightweight! Processing power and responsiveness is incredible. The pen is a nice and welcomed edition to match with the flexibility of this PC. Definitely can expect a full day of use up to 12 hours, based on settings. Typing is good, about average, certainly comfortable and accurate. Monitor is bright and images really pop, color accuracy is well calibrated.Why 4 stars instead of 5, you ask? I deducted 1 star for battery life and not offering a 4K display. I have not experienced any issues with battery drain or wanting for a sharper image; it""s just that I expect both from a top product such as this. I researched and compared other high end models from HP, Lenovo, Dell and Apple. Comparable features and specs were either not matched or as in the case with Apple nearly double the cost. In the end this struck the right balance for my needs with portability (storage too) being very high on the list. Speaking of list, compare to any other and you will find it is top of the line latest features (Windows, Memory, Intel etc.)Again, I highly recommend and am very much pleased with Samsung Galaxy Book Pro 2 360.",The person likes the processing power and responsiveness of this laptop,0,0.0
"Using this product daily.  Good display, rapid speed.  easy to transport.",The person likes that he/she can transpoprt this laptop easily.,0,0.66
"The graphics are great. Laptop is light and I use the touchscreen more than I thought I would. Battery life is good, but I had better with my LG laptop. A complaint is that I have to restart too often.  The computer looks up when I am working in Word and Excel.  The mouse will not go where I want in Word for me to type or make changes and in Excel I cannot tap or click on the cell I want.  When this happens I have to restart.  My documents are saved on OneDrive.... but I have not had this happen with other laptops.Does not connect to all Wi-Fi site as fast as I would like considering what I pay for high end internet.",The person likes the touchscreen of this laptop to work in it,0,0.1
"Was very hesitant about getting a new laptop but needed one for work...everything about this laptop has exceeded every single expectation I had and put to rest any doubts i may have had before...blazing fast, no lag, plenty of memory and storage...I don""t do any gaming but a buddy of mine does and he did a benchmark on it and was blown away that it put the numbers down that it did...without a doubt happy I kept it in the Samsung family!",The person likes the performance of this laptop,0,0.74
"For at home or on the go, this excellent device has me fully equipped for work, research and streaming! I can""t say I""d go a different route, best buy right here for anyone in the market or wanting to gift better connectivity to a family member? All Samsung products are Gold so check it out for yourself!",The person likes to work on this laptop,0,0.1
Fast and reliable. The high definition screen will make you happy. All I wanted!,The person likes the high definition screen of this laptop,0,0.0
Beautiful screen and great performance. Samsung apps and integration with  phones and tablets makes it an outstanding laptop. Saved so much of paper by using the S pen to sign documents.,The person likes the performance of this laptop to work,0,0.1
"Love this computer! Light weight, fast, and reliable.",The person likes that this laptop is reliable to work with,0,0.1
"Absolutely great product, fast and reliable. Must recommend!",The person likes that this laptop is fast,0,0.1
Overall happy with purchase.  Plenty of memory and more than fast enough for my needs.  Would definately recomend.,The person likes that this laptop is fast enough to do his/her work,0,0.0
Looks like a Mac computer. But I like how fast it is. Boot up speed is like 5 seconds,The person likes the speed of this laptop,0,0.1
I have never had a Samsung laptop prior to this one but battery life is excellent and it is very lightweight! Screen is a nice size and color quality is amazing! Does everything I need for working in the education field. Happy with my purchase.,The person likes the lightweight of the device,0,0.1
"Great Laptop, has fingerprint recognition for security purposes. Really lightweight and has the power to muscle through all my college work!",The person likes that this laptop can handle all his college work.,0,0.0
"Loving this laptop!  It is thin, lightweigt, keys are smooth and well-spaced.  I like that it can fold over and act like a tablet.  It has taken a bit of getting used to not having HDMI and some other ports but its reliability and ease of use make up for it.  I use it for teaching so I also like the stylus that comes with it.  If you do gaming this is not the laptop for you.",The person likes the ease of use of this laptop to teach,0,0.0
"This is a great machine. My only complaint is the finger prints but that does not effect the way it works. I love the touch screen and the 360. This was my first time using Windows 11 and I am getting used to it. I love the small bezels. Battery life seems to be pretty good. The fact that it is so thin and light, makes it so much easier to carry around. I would definityl recommend this to anyone.",The person likes the touch screen of this laptop,0,0.0
"{'I am really enjoying this laptop, so much more than I expected'}",The person likes the screen size of this laptop to teach in zoom meetings,1,0.74
{'The laptop is very nice looking and performs great. Display is clean and clear and runs applications smoothly. My mom loves it.'},The person likes to work on some projects with this laptop,1,0.81
"{'Super slim and lightweight.  Very fast.  Outstanding color.  Fingerprint on/off works great.  I like the number keypad on the side. Still experimenting, but so far, loving it.  Looking forward to traveling with it.  Would recommend.'}",The person likes to work on some projects with this laptop,1,0.98
{'So far I am really enjoying this laptop/ipad Samsung is amazing'},The person likes the sound quality of the speaker of this laptop,1,0.8
"{'This really depends on what you""re looking for. I love it for the drawing, however the build quality made me nervous that I might snap it if I hold too tight. Overall the computer was fast, but as others have said the fans are on almost always and depending on what you""re doing; you might start feeling that heat. It""s up to the buyer what they""re looking for and willing to trade off; but for me the worry of breaking it was a bit too much for me.'}",The person likes to work on some projects with this laptop,1,0.95
"{'I really want to like, however it""s just not worth the price yet.  Great look! Very slick, however the screen is bowing in the center, not sure why. Does not pair with phone easily. The touch screen will not work correctly. 10/10 would recommend this computer if Samsung can work out the issues.'}",The person dont like that this laptops screen is bowing in the center and the touch screen doesnt work properly,1,0.0
{'SeI bought the Samsung  GalaxyBook 2 Pro 360 Galaxy Pro a few weeks ago . It^s light fast and great would highly recommend it.'},The person likes to work on some projects with this laptop,1,1.0
{'I am quite pleased with this laptop.  The Samsung - Galaxy Book2 Pro 360 is Great.'},The person likes to work on some projects with this laptop,1,1.0
"{'I have had the opportunity to test out this beastly beautiful monster of a laptop and it is truly remarkable. I have no qualms of it whatsoever. Technology really has come a long way over the past 10-15 years.Speed has always been a big factor for me. I would always upgrade old laptops with SSDs and it would instantly add new life for a few years to that machine. But nothing beats a fresh and new laptop!Processing speed is always preferred to keep up with all the tasks that I do such as photo and video editing, and even playing games, and this can actually keep up to my surprise. The screen flipping is nice and tablet mode is truly a nice luxury. the AMOLED screen quality is very reminiscent of any portable OLED screen you can think of, but better. It""s so clean, I can stare at it all day :D it""s really good for the eyes. I can view really small text with ease.I don""t really understand wifi 6E capabliities but I feel the speed as pretty fast. I do have gigabit internet so that may help.The battery life on this thing is truly amazing. Even though it promises up to 21 hours, I can reliably go on a plane ride and trip for 8  hours with heavy usage and not have to worry about the battery dying.The thing I am disappointed with is the sound, but I shouldn""t expect super amazing speakers when that""s not what this specializes in.Overall, for the price, a super solid device and product that I would recommend to anyone.'}",The person likes to work on some projects with this laptop,1,0.91
"{'The computer is super lightweight, has a beautiful screen, crisp text, a good keyboard, operates very fast, and sounds twice as loud when Dolby Atmos is engaged which you should do if you test it at Best Buy.'}",The person likes to work on some projects with this laptop,1,0.99
"{'I loved this as soon as I took it out the box.  However, after getting it set up I was not pleased with all of the extra Samsung fluff they put in it.  But the most important flaw was that the screen was NOT crisp and sharp.  I don""t know if it was defective or not but it gave me headaches and I had to end up returning this.  Also, even though I really liked that it was lightweight, It did appear rather flimsy.  Every time I opened the screen I felt like I was going to snap it.'}",The person dont like the screen quality of this laptop,1,0.0
"{'I""m happy with this laptop.  It boots up quickly and has little delay.  The battery life doesn""t seem as good as it is claimed to be, but that seems typical for all phones and laptops.  Haven""t utilized the pen much yet.  It would be nicer if it could be stored in the laptop some way, instead of magnetically attaching to the back of the screen.  It typically comes off when transporting it in my laptop pouch in my backpack.  Screen looks great.  As reviewers have mentioned, a 16:10 screen ratio would have been better than a 16:9 ratio.  It""s definitely something you notice on a smaller screen.  Could just more vertical space.  On the other side though, as a 2 in 1, it can be operated in portrait mode.  But that isn""t as useful if you need to be using the keyboard at the same time.  Overall, it""s a nice device.  Not sure if I""d get anything else instead, even with the small shortfalls.'}",The person dont like that this laptops battery life isnt as good as it is claimed to be,1,0.0
{'Wish there was a place to keep the pen in also chicken'},The person likes that this laptop has good microphone which allows him/her to hear the students well.,1,0.89
{'Excellent laptop and great sales at my local best buy'},The person likes that he/she can teach with this laptop in home.,1,0.91
"{'This is perfect for our team members that prefer PCs to MACs. Great design, lightweight, and has tons of ancillary pieces to choose from.'}",The person likes to work on some projects with this laptop,1,0.75
{'This is my first laptop purchase so far so good. Learning all of the features this has will take sometime but I am looking forward to it. Will update as I get more used to it.'},The person likes to learn all the features of this laptop,1,0.1
"{'Great for what it is. But the battery doesn""t hold a charge as long I would like it to.'}",The person dont like that this laptops battery doesnt last as long as he/she wants.,1,0.0
"{'Very nice  Great slim design, and light weight. Couldn""t ask for more.'}",The Employee likes the weight and feel of this laptop.,1,0.1
{'Very good looking machine it does everything o need it to do plus more.   Still learning the ins and outs'},The person likes to work on some projects with this laptop,1,0.75
"{'Zippy, thin and amazing screen resolution. Nothing to do with the laptop, but the charging brick included gets HOT.'}",The person likes to work on some projects with this laptop,1,0.91
{'Perfect it^s everything I wanted and it run^s great!'},The person likes that this laptop runs smoothly,1,0.1
{'Specifications are great!Delivery was on time.Made in 2022.'},The person likes the quality and features of the product to teach in virtual environment,1,0.66
"{'Fast, easy to use, and lightweight. Display is super sharp with bright images. Getting used to Windows 11 is a challenge though. I^m sure that will improve with time. This machine really packs some serious horsepower !!'}",The person likes to work on this laptop,1,0.9
"{'Great size/weight/speed.I thought the volume was too low even on high, though I went into the settings and increase the basic volume.I also appreciated the Best Buy team member reminding me to shut down the computer when not using it and to it over charge it save the life of the battery.'}",The person likes to work on some projects with this laptop,1,1.0
"{'Very light weight, fast speed, easy to set up.  Disappointed with how hot it gets when having to use it in my lap so I had to move to a table and it was very hot when using on a table as well.  Not sure it is suppose to get this hot.'}",The person dont like that this laptop gets hot while using it in his lap,1,0.0
"{'This is a great laptop. Quiet. Lots of speed, and very sleek design.'}",The person likes that this laptop is very fast to work on it,1,0.65
"{'works as expected, rapid on and off, excellent hardware for the price especially the large 1TB SSD with i7 Core processor and ample RAM with touchscreen.  Very light!'}",The person likes to work on some projects with this laptop,1,0.94
{'Great computer. Great price. everything I was looking for and more.'},The person likes to work on some projects with this laptop,1,0.92
"{'it""s great, I have to get one with more memory I have lots of photos and updates yes i like it have to update.'}",The person likes to work on some projects with this laptop,1,0.89
"{'Big screen and light weight and good price make the Samsung an easy choice for a day to day home laptop. We made the switch from Mac could bear the price of the Mac Pro for home use surfing, shopping and basic word processing.  Would have gone with Mac Air but screen to small;  so this Samsung fit the bill.  Appreciated the Geek Squad help in making selection.'}",The person likes the screen size of this laptop to surf,1,0.1
"{'To be fair, this laptop is replacing my 10 year old laptop that gave its all. Here are my thoughts for a non-tech-y user. The screen resolution is outstanding. The speed is lightning fast. It is super lightweight so it feels somewhat fragile. I like the fingerprint reader to make logging in easier.'}",The person doesnt like to log into the computer,1,0.1
{'Wonderful choice. Very fast and the screen is beautiful'},The person likes to use the laptop due to its portability,1,0.89
"{'Exactly what it is offered, I really like how light it is, I can carry it wherever I go, plus the battery life is just great'}",The person likes to work on some projects with this laptop,1,0.9
{'I was looking for a higher end tablet/laptop mix and this Samsung really shines. Aside from its ram being in upgradable it really performs well.'},The person likes that the stylus of this laptop is very useful to draw on it,1,0.66
"{'Great product, exactly what i was lookikg for. Really lije that it syncs with my Samsung phone, so i can text etc from the laptop.'}",The person likes to use this laptops touch screen to text,1,0.1
{'Had an HP Spectre for years but eventually needed repairs.  This Samsung is MUCH lighter and of course has more up to date specs.'},The person likes to teach on this laptop due to its good microphone,1,1.0
"{'Love this laptop/tablet. I love that I can use this to take ""handwritten"" notes. The screen can be sensitive when i am ""writing"" but so far, its been really doing wonders for me for school.'}",The person likes to work on some projects with this laptop,1,0.73
"{'Love this computer. The stylus is great-- a good option if you don""t have your mouse. Love how lightweight it is for a 2-in-1. This is definitely meant for a heavier computer user- with a faster processor and larger storage and RAM. It""s not being used for gaming, but design work and lots of emailing and browsing. This computer seems to handle it all at once.'}",The person likes to work on some projects with this laptop,1,0.1
"{'Best investment I""ve ever made. I love Samsungs quality. My last laptop lasted for 8 years and still is doing well. I just need to update my graphics driver for work, So that is why I purchase this new laptop. I love it and I would recommend it to anybody.'}",The person likes that the speakers are great on this laptop,1,0.88
"{'Just what I needed, even though it may not have all of the ports options, this is a very solid computer for everyday needs'}",The person likes that this laptop can be used for everyday needs,1,0.0
"{'I^m very pleased with the laptop. Good performance at a competitive price. The pen works fine, but I do not have a lot of use for it, as I prefer a Wacom device. The touch screen is handy.'}",The person likes to work on some projects with this laptop,1,0.91
"{'LOVE. LOVE. LOVE IT! Sync""s with my phone and my desktop, the convertible design is fantastic, super sleek, super fast!'}",The person likes to work on some projects with this laptop,1,1.0
"{'Received computer in excellent shape after having to have it ordered into my local store. It was very easy to set up. I have not used it an excessive amount since purchase, but everything seems to be running well. I can have multiple tabs open at a time, and everything loads fairly quick. I have not tried using the laptop in different positions other than flat on my desk but am excited to do so. The screen is bright and vibrant, keyboard and mousepad work well. One of my favorite things is probably the pen that came with the laptop. I love being able to use the touchscreen feature without getting fingerprints all over the screen. A few cons I have noticed is: 1.) how loud the cooling system is. I will be using this computer in college, and it may get annoying to classmates in close proximity when the cooling system kicks on (and this seems to be pretty often if I am using the computer very actively i.e. many open tabs, working on a google doc, etc.).2.) The laptop keeps disconnecting to the internet. This could possibly be due to not living in an area that has the best internet connection, but it is happening a bit excessively. I don""t think it should be happening as much as it is, especially when I am the only person using the internet when it occurs.3.) This is partially due to me not paying close enough attention, but there are no usb ports. I will now have to buy an adapter. I guess this may not be such a deal breaker to some, but I am not excited to have to spend extra money to buy and adapter when, in my opinion, the laptop should have come with at least one usb port.Overall, the laptop is working well. This is mainly just my first impression. I will need to use it more to get a better understanding and opinion toward the computer. I""m hoping it was worth the money, and the pros will end up overriding the cons.'}",The person likes that this laptop is easy to set up,1,0.0
"{'My new daily driver!  This computer is light, big, and fast! The pen technology coupled with a lightning-fast processor and a mega SSD hard drive makes this a dream computer!  The price is extremely reasonable, too!  Coming over from Apple products, this computer seems to be a nice way to stretch my money and get into higher specs without breaking the bank!'}",The user likes that the touchscreen is nice for work on this laptop,1,0.1
"{'Great item, best laptop ever long live battery and great screen'}",The person likes the battery life of this laptop,1,0.1
"{'Great product. Quick delivery and availability. It worthed to wait for the product. Veri satisfied. I love this laptop, very comfortable.'}",The person likes to work on some projects with this laptop,1,0.91
{'The Samsung Galaxy laptop fits my needs exactly!!!!'},The person likes that he/she can work on some projects with this laptop,1,0.96
"{'The computer overall works well, but I had a couple difficulties with it. After a few short months of using it at college, one of the USB-C ports stopped working. I take extremely good care of my computer too, always carrying it in a case and being extra careful with it whenever it""s out of the case. It""s currently in the process of being repaired.The screen is what really made me mad. With all my care in handling my computer and even putting it in a case in my backpack, I opened my computer one day to a long hairline crack through the screen. Again, this was only 2-3 months into having the computer. Soon after, another showed up. It""s still usable, but it""s incredibly frustrating that, with all the gentleness with which I""ve handled my computer, a crack like this still shows up, and Samsung considers it a ""physical damage"" and not poor design/manufacturer""s defect, so they won""t repair the screen for free. I did nothing to cause the cracks other than simply carry it like I would any other computer, except a little more carefully.All in all, the insides work well (besides the broken USB-C port) and it""s a solid computer. The design of it is way too flimsy though and I would strongly recommend looking for a different computer with similar specs.'}",The person does not like the presence of cracks in the screen of this laptop to work,1,0.0
"{'Most reviews on here on not good or in description enough. This laptop is pretty powerful especially if you get the 16GB of ram and 1TB of SSD. The only few things I don^t like is yes, the fan on the bottom of the computer does get hot, but you can fix this in the settings but the computer may be slower, so be aware. The other issue I^ve had was with windows 11. It runs smoothly but my finger print sensor and Facial recognition will not work. And I^m not sure how to fix it. But over all this is a great computer, it folds 360, comes with an S Pen in the box, and it^s fast. The speakers can be a little low depending on the surface it is on but overall this laptop is pretty high quality.'}",The person likes the fan on the bottom of this laptop to keep the temperature down.,1,0.0
{'Great laptop; works well for business.  Battery life is great.'},The person likes to work on some projects with this laptop,1,0.83
